id,title_clean,title_raw,company_name,naics_2022_6,naics_2022_6_name,soc_5,soc_5_name,min_years_experience,max_years_experience,min_edulevels_name,max_edulevels_name,employment_type_name,remote_type_name,salary,salary_from,salary_to,original_pay_period,city_name,state_name,county_name,msa_name,skills_name,specialized_skills_name,software_skills_name,posted,expired,duration
418239,Management Analyst,Management Analyst,Sigmadefense,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Master's degree,"Full Time, Contract",Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Belcamp,Maryland,,,"[""Business Operations""]","[""Business Operations""]",[],2026-06-03,,
73759,Management & Program Analyst,Management & Program Analyst,Internal Revenue Service,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Postsecondary nondegree award,Bachelor's degree,"Monday Friday 6:00Am 6:00Pm, 40 Hours Per Week",Unknown,Per Year,,,annual,Washington,District of Columbia,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV","[""Adjudication"", ""Administrative Functions""]","[""Adjudication""]",[],2026-06-03,2026-06-16,13
200261,Risk Management Analyst,Risk Management Analyst,Vitas Healthcare,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Master's degree,Full Time,Unknown,,,,,FL,United States,,,,,,2026-06-04,,
202967,"Manager, Marketing and Media Analytics","Manager, Marketing and Media Analytics",Tiffany,611400,Business Schools and Computer and Management Training,11-2021,Marketing Managers,,,Associate's degree,Bachelor's degree,,Unknown,$122.5k - $150k per year,122500.00,150000.00,annual,NY,United States,,,"[""Analytics"", ""Business Acumen"", ""Business Objectives""]","[""Analytics""]",[],2026-06-04,,
210863,Classified Cybersecurity Analyst,Classified Cybersecurity Analyst,Ngc,611400,Business Schools and Computer and Management Training,15-1212,Information Security Analysts,,,High school diploma or equivalent,Doctoral or professional degree,Full Time,Remote,$87.6k - $131.4k per year,87600.00,131400.00,annual,,,,,"[""Account Management"", ""Auditing""]","[""Account Management"", ""Auditing""]",[],2026-06-04,,
410740,"Manager, Marketing and Media Analytics","Manager, Marketing and Media Analytics",Eljs.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,11-2021,Marketing Managers,,,Associate's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,New York,New York,New York County,"New York-Newark-Jersey City, NY-NJ","[""Analytics"", ""Business Acumen"", ""Business Objectives""]","[""Analytics""]",[],2026-06-04,,
411829,Portfolio Analytics & Strategy Specialist - Marketing & Customer Analytics,Portfolio Analytics & Strategy Specialist - Marketing & Customer Analytics,Careers.pnc.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Wilmington,Delaware,,,"[""A/B Testing"", ""Analytics"", ""Business Decisions""]","[""A/B Testing"", ""Analytics"", ""Business Decisions""]",[],2026-06-04,,
409025,International Analytics Lead,International Analytics Lead (24 months fixed-term),Khan Academy,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Associate's degree,"Full Time, Temporary",Unknown,"USD 165,446 - 180,499 Yearly",165446.00,180499.00,annual,Mountain View,California,Santa Clara County,,"[""Analytics"", ""Business Intelligence""]","[""Analytics"", ""Business Intelligence""]",[],2026-06-04,,
409020,Senior Analyst,Senior Analyst (Compensation & Analytics),Forter,611400,Business Schools and Computer and Management Training,41-9012,Models,,,Associate's degree,Associate's degree,Full Time,Unknown,"USD 122,000 - 145,000 Yearly",122000.00,145000.00,annual,New York,New York,New York County,"New York-Newark-Jersey City, NY-NJ","[""Advising"", ""Analytical Skills"", ""Analytics""]","[""Analytics""]",[],2026-06-04,,
388867,Data & Analytics Enablement Analyst- Center of Excellence Lead,Data & Analytics Enablement Analyst- Center of Excellence Lead,Hcgn.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Bachelor's degree,,On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,,,,"[""Alteryx"", ""Analytics"", ""Business Priorities""]","[""Alteryx"", ""Analytics"", ""Business Priorities""]",[],2026-06-09,,
391493,Data Entry Analyst,Data Entry Analyst,Labella-Associates,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,High school diploma or equivalent,Bachelor's degree,Full Time,Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,New York,New York,New York County,"New York-Newark-Jersey City, NY-NJ",,,,2026-06-09,,
386252,Board Certified Behavior Analyst,Board Certified Behavior Analyst (BCBA),Healthpro-Rehab,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Postsecondary nondegree award,Master's degree,"Full Time, Part Time",Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Cameron,North Carolina,,,"[""Billing"", ""Board Certified Behavior Analyst (BCBA)""]","[""Billing""]",[],2026-06-09,,
384205,Fraud Analyst,Fraud Analyst,Fetch,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Bachelor's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,,,,"[""Accountability"", ""Case Management""]","[""Case Management""]",[],2026-06-09,,
383630,"Cybersecurity Analyst, IT Operations","Cybersecurity Analyst, IT Operations",Fors Marsh,611400,Business Schools and Computer and Management Training,15-1212,Information Security Analysts,,,Associate's degree,Bachelor's degree,Contract,Remote,"USD 110,000 - 125,000 Yearly",110000.00,125000.00,annual,,,,,"[""Access Controls"", ""Active Directory"", ""Analytical Skills""]","[""Access Controls"", ""Active Directory""]",[],2026-06-09,,
380722,Executive Analyst,Executive Analyst,Iazuqy.fa.ocs.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Bachelor's degree,,On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,San Francisco County,,"[""Accounting"", ""Active Listening"", ""Administrative Functions"", ""Advising"", ""Carpet Cleaning""]","[""Accounting"", ""Carpet Cleaning""]",[],2026-06-10,,
380741,"Manager, Data and Analytics","Manager, Data and Analytics",Eguq.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,15-1243,Database Architects,,,Postsecondary nondegree award,Bachelor's degree,,On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Coppell,Texas,,,"[""Advanced Analytics"", ""Airflow"", ""Analytics"", ""Architecture Strategy"", ""Azure Data Lake"", ""Azure Databricks"", ""Business Requirements""]","[""Advanced Analytics"", ""Airflow"", ""Analytics"", ""Architecture Strategy"", ""Azure Data Lake"", ""Azure Databricks"", ""Business Requirements""]",[],2026-06-10,,
378977,Vice President of GTM Analytics and Business Intelligence,Vice President of GTM Analytics and Business Intelligence,Tricentis,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Master's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': 'YEAR', 'summary': ''}",,,annual,,Austin,,,"[""Analytics"", ""Anomaly Detection"", ""Applied Statistics"", ""BigQuery"", ""Business Acumen"", ""Business Intelligence""]","[""Analytics"", ""Anomaly Detection"", ""Applied Statistics"", ""BigQuery"", ""Business Intelligence""]",[],2026-06-10,,
377335,Sales Analyst,Sales Analyst,Bimbo Bakeries USA,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,La Vergne,Tennessee,,,"[""Analytics"", ""Baking""]","[""Analytics"", ""Baking""]",[],2026-06-10,,
376830,Senior Incident Response Analyst,Senior Incident Response Analyst (R-19347),Dnb,611400,Business Schools and Computer and Management Training,15-1212,Information Security Analysts,,,Postsecondary nondegree award,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Center Valley Pennsylvania,,,"[""Analytical Thinking"", ""Analytics"", ""Automation""]","[""Analytics"", ""Automation""]",[],2026-06-10,,
373040,Release Management Analyst,Release Management Analyst,Jpmc.fa.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Newark,Delaware,New Castle County,,,,,2026-06-11,,
373631,Senior ITS Traffic Analyst,Senior ITS Traffic Analyst,Ebcs.fa.em2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Bachelor's degree,"Full Time, Part Time",Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Miami,Florida,,,"[""Budgeting""]",[],[],2026-06-11,,
374169,"Strategy & Analytics Lead Analyst, C&CE - Evernorth","Strategy & Analytics Lead Analyst, C&CE - Evernorth",Jobs.thecignagroup.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Bachelor's degree,Bachelor's degree,,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Remote,,,"[""Analytics"", ""Business Case""]","[""Analytics"", ""Business Case""]",[],2026-06-11,,
375619,Data Analyst,Data Analyst,Sand-Cherry-Associates-1,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,Associate's degree,Master's degree,Contract,Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Denver,Colorado,,,"[""Alteryx"", ""Analytics"", ""Business Decisions""]","[""Alteryx"", ""Analytics"", ""Business Decisions""]",[],2026-06-11,,
375830,Data Scientist,Data Scientist,Sigmadefense,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Master's degree,Master's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Diego,California,,,"[""Algorithms"", ""Analytics"", ""Business Acumen""]","[""Algorithms"", ""Analytics""]",[],2026-06-11,,
370688,Senior System Analyst,Senior System Analyst,Nyu,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,Postsecondary nondegree award,Master's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,New York,New York,New York County,"New York-Newark-Jersey City, NY-NJ","["".NET Framework"", ""Analytical Skills"", ""Blackbaud CRM"", ""Business Logic"", ""Business Requirements""]","["".NET Framework"", ""Blackbaud CRM"", ""Business Logic"", ""Business Requirements""]",[],2026-06-11,,
369932,Implementation and Client Analytics Manager,Implementation and Client Analytics Manager,Tpreducationllc,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Bachelor's degree,,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Remote,,,"[""Analytics""]","[""Analytics""]",[],2026-06-11,,
368827,Senior ITS Traffic Analyst,Senior ITS Traffic Analyst,Arcadis,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Bachelor's degree,"Full Time, Part Time",Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Miami,Florida,,,"[""Budgeting""]",[],[],2026-06-11,,
368824,Senior Traffic Analyst,Senior Traffic Analyst,Arcadis,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Master's degree,"Full Time, Part Time",Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Orlando,Florida,Orange County,,,,,2026-06-11,,
365100,"Analyst III, Technical Support","Analyst III, Technical Support",Emcm.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,High school diploma or equivalent,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Newtown,Pennsylvania,,,,,,2026-06-12,,
367752,Digital Sales Analytics and Optimization Product Manager,Digital Sales Analytics and Optimization Product Manager,Careers.regions.com,611400,Business Schools and Computer and Management Training,11-2021,Marketing Managers,,,High school diploma or equivalent,Bachelor's degree,,On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Hoover,Alabama,,,"[""Analytics"", ""Banking"", ""Business Case""]","[""Analytics"", ""Banking"", ""Business Case""]",[],2026-06-12,,
368273,Missiles C4I Analyst - TS/SCI,Missiles C4I Analyst - TS/SCI,Globaldllc,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Quantico,Virginia,,,,,,2026-06-12,,
362584,Financial Analyst,Financial Analyst,Nyit,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,Associate's degree,Doctoral or professional degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Old Westbury,New York,,,"[""Accounting"", ""Bargaining"", ""Biology"", ""Budget Analysis"", ""Budget Development"", ""Budgeting"", ""Business Administration""]","[""Accounting"", ""Bargaining"", ""Biology"", ""Budget Analysis"", ""Budget Development""]",[],2026-06-12,,
361590,Director of People Analytics,Director of People Analytics,Kipp,611400,Business Schools and Computer and Management Training,41-9012,Models,,,Associate's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Philadelphia,Pennsylvania,,,"[""Analytics"", ""Auditing"", ""BigQuery"", ""Business Intelligence""]","[""Analytics"", ""Auditing"", ""BigQuery"", ""Business Intelligence""]",[],2026-06-12,,
227179,FINANCIAL MANAGEMENT ANALYST,FINANCIAL MANAGEMENT ANALYST,Army National Guard Units,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Postsecondary nondegree award,Doctoral or professional degree,Temporary,Unknown,Per Year,,,annual,Colchester,Vermont,,,"[""Accounting"", ""Accounts Payable""]","[""Accounting"", ""Accounts Payable""]",[],2026-06-16,2026-07-16,30
338091,Data Analyst HR Intern,Data Analyst HR Intern,Elitedentalpartnersllc,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Bachelor's degree,Internship,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Chicago,Illinois,Cook County,,"[""Analytical Thinking"", ""Analytics"", ""Applicant Tracking Systems"", ""Business Administration""]","[""Analytics"", ""Applicant Tracking Systems""]",[],2026-06-16,,
335245,Technology Support Analyst,Technology Support Analyst,Ekkt.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,High school diploma or equivalent,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Pasadena,California,,,"[""Asset Management"", ""Azure MFA"", ""Business Technologies""]","[""Asset Management"", ""Azure MFA"", ""Business Technologies""]",[],2026-06-17,,
336868,Portfolio Analytics & Strategy Analyst,Portfolio Analytics & Strategy Analyst,Careers.pnc.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Pittsburgh,Pennsylvania,Allegheny County,,"[""Advanced Analytics"", ""Analytics"", ""Business Decisions""]","[""Advanced Analytics"", ""Analytics"", ""Business Decisions""]",[],2026-06-17,,
227199,Supervisory Procurement Analyst,Supervisory Procurement Analyst,Defense Logistics Agency,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Bachelor's degree,"Full Time, Part Time, Contract",Unknown,Per Year,,,annual,Fort Belvoir,Virginia,,,"[""Adjudication"", ""Business Requirements""]","[""Adjudication"", ""Business Requirements""]",[],2026-06-17,2026-06-23,6
326700,Marketing Analytics and Reporting Analyst,Marketing Analytics and Reporting Analyst,Uniteklearning,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Postsecondary nondegree award,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Tempe,Arizona,,,"[""Analytics"", ""Automation"", ""Business Intelligence"", ""Business Metrics""]","[""Analytics"", ""Automation"", ""Business Intelligence"", ""Business Metrics""]",[],2026-06-17,,
326379,Director - Customer Analytics,Director - Customer Analytics,Careers.united.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Chicago,Illinois,Cook County,,"[""Analytics"", ""Business Decisions""]","[""Analytics"", ""Business Decisions""]",[],2026-06-17,,
321278,MIS Analyst III,MIS Analyst III,Aceelectric,611400,Business Schools and Computer and Management Training,15-1212,Information Security Analysts,,,High school diploma or equivalent,Bachelor's degree,Full Time,On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Valdosta,Georgia,,,"[""Adaptability"", ""Autodesk"", ""Business Efficiency"", ""Business Problems""]","[""Autodesk"", ""Business Efficiency"", ""Business Problems""]",[],2026-06-18,,
325753,Ground Systems Analyst - TS/SCI,Ground Systems Analyst - TS/SCI,Globaldllc,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,Associate's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Quantico,Virginia,,,"[""Advocacy"", ""Capability Development""]","[""Capability Development""]",[],2026-06-18,,
320821,Director of Enterprise Data & Analytics,Director of Enterprise Data & Analytics,Yext,611400,Business Schools and Computer and Management Training,15-1243,Database Architects,,,Associate's degree,Master's degree,Full Time,Unknown,"USD 217,000 - 325,000 Yearly",217000.00,325000.00,annual,New York,New York,New York County,"New York-Newark-Jersey City, NY-NJ","[""Analytics"", ""Business Intelligence"", ""Business Problems""]","[""Analytics"", ""Business Intelligence"", ""Business Problems""]",[],2026-06-18,,
318311,Pricing Analyst - Transcon,Pricing Analyst - Transcon (Ground/Domestic),Expeditors,611400,Business Schools and Computer and Management Training,27-3041,Editors,,,Associate's degree,Associate's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Ellenwood,Georgia,,,,,,2026-06-18,,
316819,Lead Airport Agent - Central Analyst,Lead Airport Agent - Central Analyst,Envoyair,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,High school diploma or equivalent,Associate's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Dallas Fort Worth (Dfw) Airport,Texas,,,,,,2026-06-18,,
353034,Product Management Business Analyst,Product Management Business Analyst,Ebxr.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Master's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Jersey City,New Jersey,Hudson County,,"[""Business Requirements""]","[""Business Requirements""]",[],2026-06-15,,
353738,Business Analyst- RCS Litigation Support,Business Analyst- RCS Litigation Support,Ekcm.fa.us6.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Doctoral or professional degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Indianapolis,Indiana,Marion County,,"[""Business Intelligence"", ""Cancer""]","[""Business Intelligence"", ""Cancer""]",[],2026-06-15,,
349661,Claims Operations Analyst,Claims Operations Analyst,Michfb,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Associate's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Lansing,Michigan,,,"[""Analytics"", ""Appraisals"", ""Business Requirements""]","[""Analytics"", ""Appraisals"", ""Business Requirements""]",[],2026-06-15,,
226980,Program Analyst,Program Analyst,Defense Media Activity,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Bachelor's degree,"Full Time, Part Time",Unknown,Per Year,,,annual,Fort Meade,Maryland,,,,,,2026-06-15,2026-06-29,14
349201,Data Scientist 1,Data Scientist 1,Adswerveinc,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Associate's degree,Full Time,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Remote,,,"[""Algorithms"", ""Analytical Thinking"", ""Analytics"", ""Big Data"", ""BigQuery""]","[""Algorithms"", ""Analytics"", ""Big Data"", ""BigQuery""]",[],2026-06-15,,
342341,Business Development Analyst - Global Family Office Group Latam - Assistant Vice President,Business Development Analyst - Global Family Office Group Latam - Assistant Vice President,Citi,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,New York,New York,New York County,"New York-Newark-Jersey City, NY-NJ","[""Analytical Skills"", ""Banking"", ""Business Decisions"", ""Business Development""]","[""Banking"", ""Business Decisions"", ""Business Development""]",[],2026-06-16,,
343229,"Strategic Insights and Innovation Specialist, Analyst","Strategic Insights and Innovation Specialist, Analyst",Emje.fa.us6.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Master's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Atlanta,Georgia,Fulton County,,"[""Ability To Meet Deadlines"", ""Analytics"", ""Banking"", ""Benchmarking"", ""Business Acumen"", ""Business Decisions"", ""Business Intelligence""]","[""Analytics"", ""Banking"", ""Benchmarking"", ""Business Decisions"", ""Business Intelligence""]",[],2026-06-16,,
343505,Business Lending Risk Analytics - Senior Associate,Business Lending Risk Analytics - Senior Associate,Jpmc.fa.oraclecloud.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Wilmington,Delaware,,,"[""Analytics"", ""Business Lending""]","[""Analytics"", ""Business Lending""]",[],2026-06-16,,
343577,Performance Marketing Chase Wealth Management Senior Business Analyst,Performance Marketing Chase Wealth Management Senior Business Analyst,Jpmc.fa.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Houston,Texas,,,"[""Artificial Intelligence""]","[""Artificial Intelligence""]",[],2026-06-16,,
249875,Lighting Analyst I,Lighting Analyst I,Enfra,611400,Business Schools and Computer and Management Training,41-9012,Models,,,Postsecondary nondegree award,Associate's degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Newark,New Jersey,Essex County,,"[""Advocacy"", ""Auditing""]","[""Auditing""]",[],2026-06-25,,
248269,Managed Services Analyst III,Managed Services Analyst III,Globalhealthcareexchangeinc,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,High school diploma or equivalent,Bachelor's degree,,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Office Location Or Remote,,,"[""Accountability"", ""Analytics"", ""Automation""]","[""Analytics"", ""Automation""]",[],2026-06-25,,
266605,Lead QA Analyst,Lead QA Analyst,Ice,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Associate's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Atlanta,Georgia,Fulton County,,,,,2026-06-24,,
265549,Business Analyst,Business Analyst,Steampunk,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,McLean,Virginia,,"Washington-Arlington-Alexandria, DC-VA-MD-WV","[""Business Analysis"", ""Business Process""]","[""Business Analysis"", ""Business Process""]",[],2026-06-24,,
265476,Privacy Compliance Analyst I,Privacy Compliance Analyst I,Jobgether,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,High school diploma or equivalent,Bachelor's degree,Full Time,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,,,,"[""Accounting"", ""Analytical Thinking""]","[""Accounting""]",[],2026-06-24,,
263999,Senior Human Resources Analyst - Multiple Departments Citywide,Senior Human Resources Analyst (1244) - Multiple Departments Citywide (C00184),Cityandcountyofsanfrancisco1,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Postsecondary nondegree award,Doctoral or professional degree,Full Time,Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,San Francisco County,,"[""Appeals"", ""Banking"", ""Bargaining"", ""Benefits Administration"", ""Business Administration"", ""Cancer"", ""Career Development""]","[""Appeals"", ""Banking"", ""Bargaining"", ""Benefits Administration"", ""Cancer"", ""Career Development""]",[],2026-06-24,,
227328,"Senior Data Scientist, Search Personalization","Senior Data Scientist, Search Personalization",Google,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Doctoral or professional degree,Full Time,Unknown,"USD 174,000 - 253,000 Yearly",174000.00,253000.00,annual,Mountain View,California,Santa Clara County,,"[""A/B Testing"", ""Analytics"", ""Business Problems""]","[""A/B Testing"", ""Analytics"", ""Business Problems""]",[],2026-06-24,,
258172,Change Management Analyst,Change Management Analyst,Emcm.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,High school diploma or equivalent,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Houston,Texas,,,,,,2026-06-25,,
258178,Change Management Analyst,Change Management Analyst,Emcm.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,High school diploma or equivalent,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Texas,,,,,,2026-06-25,,
258905,HR Personnel Analyst,HR Personnel Analyst,Ibmljb.fa.ocs.oraclecloud.com,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,High school diploma or equivalent,Associate's degree,"Full Time, Part Time, Contract",On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Syracuse,,,"[""Advising"", ""Alternative Education"", ""Canvassing""]","[""Alternative Education"", ""Canvassing""]",[],2026-06-25,,
259841,Data Validation Risk Analyst - Consumer & Business Banking,Data Validation Risk Analyst - Consumer & Business Banking,Careers.usbank.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Minneapolis,Minnesota,,,"[""Banking""]","[""Banking""]",[],2026-06-25,,
260957,"Director of Admissions Systems and Analytics, Darden School of Business","Director of Admissions Systems and Analytics, Darden School of Business",Jobs.virginia.edu,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Charlottesville,Virginia,,,"[""Analytics""]","[""Analytics""]",[],2026-06-25,,
